,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.798,0.568,5,-9.072,0,0.135,0.0213,0.0,0.0586,0.45,148.88,audio_features,6JjEVlMkfHWMeYavkEYzNO,spotify:track:6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/tracks/6JjEVlMkfHWMeYavkEYzNO,https://api.spotify.com/v1/audio-analysis/6JjEVlMkfHWMeYavkEYzNO,193911,3
1,0.626,0.58,4,-9.393,1,0.0381,0.737,9.18e-06,0.131,0.573,141.045,audio_features,7MHfpdrLRS627npW8nCAz4,spotify:track:7MHfpdrLRS627npW8nCAz4,https://api.spotify.com/v1/tracks/7MHfpdrLRS627npW8nCAz4,https://api.spotify.com/v1/audio-analysis/7MHfpdrLRS627npW8nCAz4,284851,4
2,0.505,0.623,0,-6.95,1,0.0432,0.629,0.933,0.0881,0.211,121.019,audio_features,6SsbmeQvoJN94QuxX2uR5X,spotify:track:6SsbmeQvoJN94QuxX2uR5X,https://api.spotify.com/v1/tracks/6SsbmeQvoJN94QuxX2uR5X,https://api.spotify.com/v1/audio-analysis/6SsbmeQvoJN94QuxX2uR5X,222000,4
3,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,audio_features,551qy5vUgrUfEUc4dCNfht,spotify:track:551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/tracks/551qy5vUgrUfEUc4dCNfht,https://api.spotify.com/v1/audio-analysis/551qy5vUgrUfEUc4dCNfht,306067,3
4,0.589,0.169,6,-12.893,1,0.0313,0.88,7.91e-05,0.116,0.195,70.4,audio_features,58409RpRBclqm2eZuGWfJ3,spotify:track:58409RpRBclqm2eZuGWfJ3,https://api.spotify.com/v1/tracks/58409RpRBclqm2eZuGWfJ3,https://api.spotify.com/v1/audio-analysis/58409RpRBclqm2eZuGWfJ3,165973,3
5,0.515,0.609,9,-8.502,1,0.0326,0.39,0.0174,0.126,0.5,126.791,audio_features,2NfqWDD92uHLbXo0NZPJ7s,spotify:track:2NfqWDD92uHLbXo0NZPJ7s,https://api.spotify.com/v1/tracks/2NfqWDD92uHLbXo0NZPJ7s,https://api.spotify.com/v1/audio-analysis/2NfqWDD92uHLbXo0NZPJ7s,201893,4
6,0.557,0.886,11,-4.196,0,0.0498,0.000595,9.84e-05,0.0904,0.17,114.025,audio_features,6lq2Md99XWG4TnVNP9cNm0,spotify:track:6lq2Md99XWG4TnVNP9cNm0,https://api.spotify.com/v1/tracks/6lq2Md99XWG4TnVNP9cNm0,https://api.spotify.com/v1/audio-analysis/6lq2Md99XWG4TnVNP9cNm0,262440,4
7,0.522,0.37,2,-8.364,1,0.0253,0.651,0.0,0.142,0.653,105.826,audio_features,1AJ5F0FMTC3yFU3ocjy1gE,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,https://api.spotify.com/v1/tracks/1AJ5F0FMTC3yFU3ocjy1gE,https://api.spotify.com/v1/audio-analysis/1AJ5F0FMTC3yFU3ocjy1gE,148533,3
8,0.64,0.741,0,-6.656,0,0.291,0.15,0.0,0.153,0.715,87.015,audio_features,57tibwnkdBSbDA8jRpXeRG,spotify:track:57tibwnkdBSbDA8jRpXeRG,https://api.spotify.com/v1/tracks/57tibwnkdBSbDA8jRpXeRG,https://api.spotify.com/v1/audio-analysis/57tibwnkdBSbDA8jRpXeRG,164534,4
9,0.446,0.933,9,-3.605,0,0.0537,2.55e-05,9.67e-05,0.085,0.753,159.961,audio_features,2nuA1esWzYEgnfQ4DpsSsm,spotify:track:2nuA1esWzYEgnfQ4DpsSsm,https://api.spotify.com/v1/tracks/2nuA1esWzYEgnfQ4DpsSsm,https://api.spotify.com/v1/audio-analysis/2nuA1esWzYEgnfQ4DpsSsm,173160,4
10,0.803,0.541,8,-6.507,0,0.07,0.339,0.0,0.209,0.411,136.94,audio_features,2cCxskwSHMTICYT0Cvo1Qh,spotify:track:2cCxskwSHMTICYT0Cvo1Qh,https://api.spotify.com/v1/tracks/2cCxskwSHMTICYT0Cvo1Qh,https://api.spotify.com/v1/audio-analysis/2cCxskwSHMTICYT0Cvo1Qh,168438,4
11,0.407,0.358,9,-12.908,0,0.0343,0.829,0.424,0.0827,0.267,92.292,audio_features,35fC3Wq3slX4OBfyvBVmHm,spotify:track:35fC3Wq3slX4OBfyvBVmHm,https://api.spotify.com/v1/tracks/35fC3Wq3slX4OBfyvBVmHm,https://api.spotify.com/v1/audio-analysis/35fC3Wq3slX4OBfyvBVmHm,284800,4
12,0.486,0.646,7,-7.353,1,0.0278,0.00771,0.0,0.666,0.252,87.942,audio_features,0psJEA1vwNDifIryotamTA,spotify:track:0psJEA1vwNDifIryotamTA,https://api.spotify.com/v1/tracks/0psJEA1vwNDifIryotamTA,https://api.spotify.com/v1/audio-analysis/0psJEA1vwNDifIryotamTA,340800,4
