,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,audio_features,0GVvRmCoiLkhxJvlZy9bLk,spotify:track:0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/tracks/0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/audio-analysis/0GVvRmCoiLkhxJvlZy9bLk,187667,3
1,0.33,0.802,0,-5.68,1,0.0534,0.00122,0.0,0.303,0.508,170.151,audio_features,3fdQz6ZcZZfKo9JAmcCeMw,spotify:track:3fdQz6ZcZZfKo9JAmcCeMw,https://api.spotify.com/v1/tracks/3fdQz6ZcZZfKo9JAmcCeMw,https://api.spotify.com/v1/audio-analysis/3fdQz6ZcZZfKo9JAmcCeMw,269618,4
2,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,audio_features,7xLhousIHDxoGgeJNhO4Ye,spotify:track:7xLhousIHDxoGgeJNhO4Ye,https://api.spotify.com/v1/tracks/7xLhousIHDxoGgeJNhO4Ye,https://api.spotify.com/v1/audio-analysis/7xLhousIHDxoGgeJNhO4Ye,233267,3
3,0.752,0.321,2,-10.215,1,0.0623,0.164,0.00353,0.0796,0.243,91.172,audio_features,3RgPhJXEYevqvKGzL3REyU,spotify:track:3RgPhJXEYevqvKGzL3REyU,https://api.spotify.com/v1/tracks/3RgPhJXEYevqvKGzL3REyU,https://api.spotify.com/v1/audio-analysis/3RgPhJXEYevqvKGzL3REyU,210920,4
4,0.173,0.0915,8,-27.723,0,0.0478,0.97,0.926,0.157,0.0328,124.665,audio_features,0F8CFv2qff7CD0vzOvrUFB,spotify:track:0F8CFv2qff7CD0vzOvrUFB,https://api.spotify.com/v1/tracks/0F8CFv2qff7CD0vzOvrUFB,https://api.spotify.com/v1/audio-analysis/0F8CFv2qff7CD0vzOvrUFB,114514,4
5,0.39,0.346,5,-14.285,1,0.037,0.786,0.0124,0.096,0.797,82.582,audio_features,4YSSB7ZtqVnbsxybS5NHJC,spotify:track:4YSSB7ZtqVnbsxybS5NHJC,https://api.spotify.com/v1/tracks/4YSSB7ZtqVnbsxybS5NHJC,https://api.spotify.com/v1/audio-analysis/4YSSB7ZtqVnbsxybS5NHJC,205320,4
6,0.556,0.884,7,-5.553,0,0.041,0.139,0.0,0.118,0.629,75.982,audio_features,0HLoOLMfvYJpMba3gC4Z3R,spotify:track:0HLoOLMfvYJpMba3gC4Z3R,https://api.spotify.com/v1/tracks/0HLoOLMfvYJpMba3gC4Z3R,https://api.spotify.com/v1/audio-analysis/0HLoOLMfvYJpMba3gC4Z3R,174467,4
7,0.588,0.744,9,-4.446,1,0.0765,0.00106,0.729,0.355,0.522,97.917,audio_features,2EOoZOl5nbXR6sicaxRuvY,spotify:track:2EOoZOl5nbXR6sicaxRuvY,https://api.spotify.com/v1/tracks/2EOoZOl5nbXR6sicaxRuvY,https://api.spotify.com/v1/audio-analysis/2EOoZOl5nbXR6sicaxRuvY,274611,4
8,0.479,0.591,5,-6.541,1,0.0416,0.746,0.0,0.634,0.477,98.121,audio_features,52BUOdNI2TneBPq4EFOtAy,spotify:track:52BUOdNI2TneBPq4EFOtAy,https://api.spotify.com/v1/tracks/52BUOdNI2TneBPq4EFOtAy,https://api.spotify.com/v1/audio-analysis/52BUOdNI2TneBPq4EFOtAy,227893,4
9,0.6,0.732,10,-5.772,1,0.0346,0.0482,0.0,0.0892,0.311,99.927,audio_features,5SSOj3aJM1Vfee50grKpdp,spotify:track:5SSOj3aJM1Vfee50grKpdp,https://api.spotify.com/v1/tracks/5SSOj3aJM1Vfee50grKpdp,https://api.spotify.com/v1/audio-analysis/5SSOj3aJM1Vfee50grKpdp,217440,4
