,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.612,0.904,5,-5.937,1,0.0385,0.000292,0.00126,0.089,0.447,120.014,audio_features,2MrW65760adh7OrlyBtRD0,spotify:track:2MrW65760adh7OrlyBtRD0,https://api.spotify.com/v1/tracks/2MrW65760adh7OrlyBtRD0,https://api.spotify.com/v1/audio-analysis/2MrW65760adh7OrlyBtRD0,431854,4
1,0.6,0.882,2,-3.768,1,0.0485,0.0859,0.000305,0.0501,0.839,89.961,audio_features,4HXABSIIr5QXkBMOKg4KtJ,spotify:track:4HXABSIIr5QXkBMOKg4KtJ,https://api.spotify.com/v1/tracks/4HXABSIIr5QXkBMOKg4KtJ,https://api.spotify.com/v1/audio-analysis/4HXABSIIr5QXkBMOKg4KtJ,245966,4
2,0.769,0.818,6,-1.385,0,0.192,0.263,0.0,0.0787,0.918,88.017,audio_features,64E7c7HdsIbbDWDSGxNJVF,spotify:track:64E7c7HdsIbbDWDSGxNJVF,https://api.spotify.com/v1/tracks/64E7c7HdsIbbDWDSGxNJVF,https://api.spotify.com/v1/audio-analysis/64E7c7HdsIbbDWDSGxNJVF,240800,4
3,0.46,0.931,10,-3.395,1,0.0337,0.00171,0.00164,0.0967,0.74,133.339,audio_features,3TwEi7E3MQ4kt1pwDghPm8,spotify:track:3TwEi7E3MQ4kt1pwDghPm8,https://api.spotify.com/v1/tracks/3TwEi7E3MQ4kt1pwDghPm8,https://api.spotify.com/v1/audio-analysis/3TwEi7E3MQ4kt1pwDghPm8,165973,4
4,0.381,0.707,0,-8.869,0,0.162,0.104,0.0,0.369,0.605,167.817,audio_features,0ttfb0CGDohzo57pJGD6WX,spotify:track:0ttfb0CGDohzo57pJGD6WX,https://api.spotify.com/v1/tracks/0ttfb0CGDohzo57pJGD6WX,https://api.spotify.com/v1/audio-analysis/0ttfb0CGDohzo57pJGD6WX,249973,4
5,0.854,0.707,7,-8.238,1,0.071,0.0108,7.41e-05,0.146,0.601,112.002,audio_features,5tqyZmF6uEoTkD6ja7KZjv,spotify:track:5tqyZmF6uEoTkD6ja7KZjv,https://api.spotify.com/v1/tracks/5tqyZmF6uEoTkD6ja7KZjv,https://api.spotify.com/v1/audio-analysis/5tqyZmF6uEoTkD6ja7KZjv,231715,4
6,0.772,0.87,1,-4.271,0,0.0686,0.0303,0.0,0.1,0.888,86.007,audio_features,3cTZZVInMKoDEPCFTYjFxl,spotify:track:3cTZZVInMKoDEPCFTYjFxl,https://api.spotify.com/v1/tracks/3cTZZVInMKoDEPCFTYjFxl,https://api.spotify.com/v1/audio-analysis/3cTZZVInMKoDEPCFTYjFxl,190552,4
7,0.672,0.713,0,-4.67,1,0.0283,0.000588,8.59e-05,0.0458,0.728,128.035,audio_features,23w11EYBFY0v3uPxVuRxOV,spotify:track:23w11EYBFY0v3uPxVuRxOV,https://api.spotify.com/v1/tracks/23w11EYBFY0v3uPxVuRxOV,https://api.spotify.com/v1/audio-analysis/23w11EYBFY0v3uPxVuRxOV,206987,4
8,0.814,0.716,9,-5.084,1,0.176,0.113,0.0,0.73,0.254,140.101,audio_features,4y08InEX3ML1NpBhyRv5Im,spotify:track:4y08InEX3ML1NpBhyRv5Im,https://api.spotify.com/v1/tracks/4y08InEX3ML1NpBhyRv5Im,https://api.spotify.com/v1/audio-analysis/4y08InEX3ML1NpBhyRv5Im,227150,4
9,0.751,0.677,7,-10.856,1,0.313,0.00692,0.000191,0.704,0.449,97.017,audio_features,2XcIyWkHYx81fc84i4Tj1Y,spotify:track:2XcIyWkHYx81fc84i4Tj1Y,https://api.spotify.com/v1/tracks/2XcIyWkHYx81fc84i4Tj1Y,https://api.spotify.com/v1/audio-analysis/2XcIyWkHYx81fc84i4Tj1Y,193693,4
10,0.745,0.687,11,-7.853,0,0.233,0.0202,0.0,0.105,0.764,99.322,audio_features,4qMBuq9LoKQb7thBpQltiN,spotify:track:4qMBuq9LoKQb7thBpQltiN,https://api.spotify.com/v1/tracks/4qMBuq9LoKQb7thBpQltiN,https://api.spotify.com/v1/audio-analysis/4qMBuq9LoKQb7thBpQltiN,229667,4
