,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.9,0.632,4,-6.183,0,0.277,0.201,0.00163,0.0676,0.875,94.062,audio_features,4OhkKmvhjl3yk7JF422GWB,spotify:track:4OhkKmvhjl3yk7JF422GWB,https://api.spotify.com/v1/tracks/4OhkKmvhjl3yk7JF422GWB,https://api.spotify.com/v1/audio-analysis/4OhkKmvhjl3yk7JF422GWB,236733,4
1,0.491,0.607,4,-6.333,0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,audio_features,2Fjz5ZC5BvFdCqcnTZ3ilH,spotify:track:2Fjz5ZC5BvFdCqcnTZ3ilH,https://api.spotify.com/v1/tracks/2Fjz5ZC5BvFdCqcnTZ3ilH,https://api.spotify.com/v1/audio-analysis/2Fjz5ZC5BvFdCqcnTZ3ilH,189333,4
2,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,audio_features,1hQFF33xi8ruavZNyovtUN,spotify:track:1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4
3,0.565,0.905,5,-3.575,0,0.057,0.00101,0.0,0.325,0.684,126.011,audio_features,76AwsOtk3SePQ8h9kB2pmW,spotify:track:76AwsOtk3SePQ8h9kB2pmW,https://api.spotify.com/v1/tracks/76AwsOtk3SePQ8h9kB2pmW,https://api.spotify.com/v1/audio-analysis/76AwsOtk3SePQ8h9kB2pmW,213853,4
4,0.673,0.526,2,-15.157,0,0.0527,0.0391,0.00313,0.0443,0.851,90.67,audio_features,06dAFXkgM2OGAkGS3CxpEm,spotify:track:06dAFXkgM2OGAkGS3CxpEm,https://api.spotify.com/v1/tracks/06dAFXkgM2OGAkGS3CxpEm,https://api.spotify.com/v1/audio-analysis/06dAFXkgM2OGAkGS3CxpEm,325067,4
5,0.618,0.926,4,-2.033,0,0.0793,0.022,0.0,0.0558,0.463,127.984,audio_features,6qYqyrdCIDnFCOS9OK1LmJ,spotify:track:6qYqyrdCIDnFCOS9OK1LmJ,https://api.spotify.com/v1/tracks/6qYqyrdCIDnFCOS9OK1LmJ,https://api.spotify.com/v1/audio-analysis/6qYqyrdCIDnFCOS9OK1LmJ,244400,4
6,0.527,0.554,1,-7.613,1,0.393,0.203,0.000384,0.14,0.408,140.542,audio_features,6bXWsXHI7ZkPGtG8PN53Ln,spotify:track:6bXWsXHI7ZkPGtG8PN53Ln,https://api.spotify.com/v1/tracks/6bXWsXHI7ZkPGtG8PN53Ln,https://api.spotify.com/v1/audio-analysis/6bXWsXHI7ZkPGtG8PN53Ln,219493,4
7,0.77,0.645,8,-11.918,1,0.066,0.0015,0.673,0.109,0.399,120.013,audio_features,5V5429MhHn9vSOSZzVKlwK,spotify:track:5V5429MhHn9vSOSZzVKlwK,https://api.spotify.com/v1/tracks/5V5429MhHn9vSOSZzVKlwK,https://api.spotify.com/v1/audio-analysis/5V5429MhHn9vSOSZzVKlwK,194000,4
8,0.7,0.971,9,-4.481,1,0.0423,0.102,0.0,0.391,0.881,131.029,audio_features,4g2zbjbLCJPkNEJMcUwGoJ,spotify:track:4g2zbjbLCJPkNEJMcUwGoJ,https://api.spotify.com/v1/tracks/4g2zbjbLCJPkNEJMcUwGoJ,https://api.spotify.com/v1/audio-analysis/4g2zbjbLCJPkNEJMcUwGoJ,179960,4
9,0.599,0.665,0,-9.025,1,0.0726,0.241,1.14e-06,0.995,0.69,73.735,audio_features,5gaTw8Gpt7m7mKOInNtLMw,spotify:track:5gaTw8Gpt7m7mKOInNtLMw,https://api.spotify.com/v1/tracks/5gaTw8Gpt7m7mKOInNtLMw,https://api.spotify.com/v1/audio-analysis/5gaTw8Gpt7m7mKOInNtLMw,424467,4
10,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,audio_features,0elH6ukMGLyCHJavHutEza,spotify:track:0elH6ukMGLyCHJavHutEza,https://api.spotify.com/v1/tracks/0elH6ukMGLyCHJavHutEza,https://api.spotify.com/v1/audio-analysis/0elH6ukMGLyCHJavHutEza,332627,4
11,0.478,0.983,6,-3.554,0,0.123,0.000853,1.19e-06,0.342,0.235,134.906,audio_features,4WLroRsUbFz2S0vwpI0WOm,spotify:track:4WLroRsUbFz2S0vwpI0WOm,https://api.spotify.com/v1/tracks/4WLroRsUbFz2S0vwpI0WOm,https://api.spotify.com/v1/audio-analysis/4WLroRsUbFz2S0vwpI0WOm,230080,4
12,0.85,0.703,0,-3.51,1,0.335,0.0713,0.0,0.279,0.242,127.239,audio_features,0es5ucBsxw8tw20djXCfRh,spotify:track:0es5ucBsxw8tw20djXCfRh,https://api.spotify.com/v1/tracks/0es5ucBsxw8tw20djXCfRh,https://api.spotify.com/v1/audio-analysis/0es5ucBsxw8tw20djXCfRh,166608,4
13,0.621,0.656,2,-5.829,1,0.0578,0.00874,0.00372,0.0963,0.274,126.968,audio_features,5KOkBoa6mwUZr1p7YJ4dul,spotify:track:5KOkBoa6mwUZr1p7YJ4dul,https://api.spotify.com/v1/tracks/5KOkBoa6mwUZr1p7YJ4dul,https://api.spotify.com/v1/audio-analysis/5KOkBoa6mwUZr1p7YJ4dul,313173,4
