,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.517,0.0565,0,-16.117,1,0.0739,0.993,0.87,0.121,0.35,69.111,audio_features,0rBvFicdzrwZC7cDoS0i96,spotify:track:0rBvFicdzrwZC7cDoS0i96,https://api.spotify.com/v1/tracks/0rBvFicdzrwZC7cDoS0i96,https://api.spotify.com/v1/audio-analysis/0rBvFicdzrwZC7cDoS0i96,112236,4
1,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,audio_features,2afCBiru10AFckfOa49wIa,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4
2,0.609,0.558,1,-7.962,1,0.0302,0.161,6.16e-05,0.0988,0.48,69.97,audio_features,7Cmd1xEuyrUYtiLbbeBfgJ,spotify:track:7Cmd1xEuyrUYtiLbbeBfgJ,https://api.spotify.com/v1/tracks/7Cmd1xEuyrUYtiLbbeBfgJ,https://api.spotify.com/v1/audio-analysis/7Cmd1xEuyrUYtiLbbeBfgJ,230733,4
3,0.494,0.572,2,-5.862,1,0.0332,0.0386,0.000566,0.602,0.716,124.042,audio_features,0NN32Knbyo4gM1DKY9rdzg,spotify:track:0NN32Knbyo4gM1DKY9rdzg,https://api.spotify.com/v1/tracks/0NN32Knbyo4gM1DKY9rdzg,https://api.spotify.com/v1/audio-analysis/0NN32Knbyo4gM1DKY9rdzg,225107,4
4,0.818,0.791,11,-4.299,0,0.0574,0.00102,0.0143,0.0466,0.792,127.994,audio_features,10io06TlLbvuhG9XPwAtiS,spotify:track:10io06TlLbvuhG9XPwAtiS,https://api.spotify.com/v1/tracks/10io06TlLbvuhG9XPwAtiS,https://api.spotify.com/v1/audio-analysis/10io06TlLbvuhG9XPwAtiS,270000,4
5,0.276,0.835,2,-4.779,0,0.0508,0.000137,0.0,0.186,0.28,131.843,audio_features,6voxYkJfYtV01IlofmYER8,spotify:track:6voxYkJfYtV01IlofmYER8,https://api.spotify.com/v1/tracks/6voxYkJfYtV01IlofmYER8,https://api.spotify.com/v1/audio-analysis/6voxYkJfYtV01IlofmYER8,181183,4
6,0.385,0.925,2,-5.888,0,0.132,7.73e-05,0.0,0.153,0.323,76.957,audio_features,5kXsUxYZbRJ58plUgjQp3r,spotify:track:5kXsUxYZbRJ58plUgjQp3r,https://api.spotify.com/v1/tracks/5kXsUxYZbRJ58plUgjQp3r,https://api.spotify.com/v1/audio-analysis/5kXsUxYZbRJ58plUgjQp3r,239253,4
7,0.647,0.867,0,-5.645,0,0.14,0.0357,0.0,0.0734,0.921,196.166,audio_features,3Jozk82CecmCTs8b63LyXu,spotify:track:3Jozk82CecmCTs8b63LyXu,https://api.spotify.com/v1/tracks/3Jozk82CecmCTs8b63LyXu,https://api.spotify.com/v1/audio-analysis/3Jozk82CecmCTs8b63LyXu,209790,4
8,0.617,0.838,7,-8.577,1,0.0498,0.00968,0.0,0.105,0.686,134.639,audio_features,5fxfwjQ1OmbnkOlg39HsSO,spotify:track:5fxfwjQ1OmbnkOlg39HsSO,https://api.spotify.com/v1/tracks/5fxfwjQ1OmbnkOlg39HsSO,https://api.spotify.com/v1/audio-analysis/5fxfwjQ1OmbnkOlg39HsSO,245707,4
9,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
10,0.881,0.562,5,-10.971,1,0.0515,0.265,1.62e-05,0.745,0.715,119.162,audio_features,7IfKHTRUy4csN6GXbZuj1B,spotify:track:7IfKHTRUy4csN6GXbZuj1B,https://api.spotify.com/v1/tracks/7IfKHTRUy4csN6GXbZuj1B,https://api.spotify.com/v1/audio-analysis/7IfKHTRUy4csN6GXbZuj1B,218867,4
11,0.47,0.0939,3,-15.913,1,0.0412,0.885,0.0093,0.111,0.199,130.021,audio_features,5lX6ldSrhFuKyZUDt12bpE,spotify:track:5lX6ldSrhFuKyZUDt12bpE,https://api.spotify.com/v1/tracks/5lX6ldSrhFuKyZUDt12bpE,https://api.spotify.com/v1/audio-analysis/5lX6ldSrhFuKyZUDt12bpE,293973,3
12,0.581,0.826,1,-5.603,1,0.0816,0.224,0.00128,0.0506,0.573,168.561,audio_features,1wncA7mz0ntqvZ8UzFokGk,spotify:track:1wncA7mz0ntqvZ8UzFokGk,https://api.spotify.com/v1/tracks/1wncA7mz0ntqvZ8UzFokGk,https://api.spotify.com/v1/audio-analysis/1wncA7mz0ntqvZ8UzFokGk,270680,4
13,0.584,0.531,0,-6.907,1,0.375,0.0115,0.0,0.126,0.346,94.907,audio_features,55DuTmvSGwNQR4cBgqYuYL,spotify:track:55DuTmvSGwNQR4cBgqYuYL,https://api.spotify.com/v1/tracks/55DuTmvSGwNQR4cBgqYuYL,https://api.spotify.com/v1/audio-analysis/55DuTmvSGwNQR4cBgqYuYL,223080,4
14,0.647,0.339,6,-8.551,1,0.185,0.719,1.89e-06,0.104,0.653,93.339,audio_features,23n7KwXOXC9giXTz5Q71NH,spotify:track:23n7KwXOXC9giXTz5Q71NH,https://api.spotify.com/v1/tracks/23n7KwXOXC9giXTz5Q71NH,https://api.spotify.com/v1/audio-analysis/23n7KwXOXC9giXTz5Q71NH,205268,4
15,0.788,0.67,9,-6.335,1,0.0894,0.154,3.97e-06,0.0754,0.968,124.965,audio_features,46hu9JtTWN8DshperdNaUU,spotify:track:46hu9JtTWN8DshperdNaUU,https://api.spotify.com/v1/tracks/46hu9JtTWN8DshperdNaUU,https://api.spotify.com/v1/audio-analysis/46hu9JtTWN8DshperdNaUU,202080,4
16,0.672,0.455,9,-10.448,0,0.0259,0.849,0.0111,0.11,0.555,110.249,audio_features,7qq8zZW1ccQQTbCQfzOe2S,spotify:track:7qq8zZW1ccQQTbCQfzOe2S,https://api.spotify.com/v1/tracks/7qq8zZW1ccQQTbCQfzOe2S,https://api.spotify.com/v1/audio-analysis/7qq8zZW1ccQQTbCQfzOe2S,202693,4
17,0.516,0.815,4,-4.32,0,0.0494,0.0268,0.0,0.17,0.518,130.137,audio_features,3h7rG6QXFWThb22v5CkBMk,spotify:track:3h7rG6QXFWThb22v5CkBMk,https://api.spotify.com/v1/tracks/3h7rG6QXFWThb22v5CkBMk,https://api.spotify.com/v1/audio-analysis/3h7rG6QXFWThb22v5CkBMk,227821,4
18,0.542,0.804,10,-5.368,0,0.114,0.00022,0.000156,0.0879,0.587,93.028,audio_features,2jNSYcYDifZJAAi5gMVJR5,spotify:track:2jNSYcYDifZJAAi5gMVJR5,https://api.spotify.com/v1/tracks/2jNSYcYDifZJAAi5gMVJR5,https://api.spotify.com/v1/audio-analysis/2jNSYcYDifZJAAi5gMVJR5,178560,4
19,0.719,0.568,6,-8.613,0,0.477,0.00646,0.0,0.381,0.334,99.712,audio_features,7eaEXFYxeRs0TMXFyayhdo,spotify:track:7eaEXFYxeRs0TMXFyayhdo,https://api.spotify.com/v1/tracks/7eaEXFYxeRs0TMXFyayhdo,https://api.spotify.com/v1/audio-analysis/7eaEXFYxeRs0TMXFyayhdo,242853,4
