,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.613,0.852,7,-6.555,1,0.293,0.0195,9.29e-06,0.245,0.422,141.996,audio_features,1DH321UEFvorigjNf6aE0Z,spotify:track:1DH321UEFvorigjNf6aE0Z,https://api.spotify.com/v1/tracks/1DH321UEFvorigjNf6aE0Z,https://api.spotify.com/v1/audio-analysis/1DH321UEFvorigjNf6aE0Z,278370,4
1,0.831,0.74,1,-3.723,1,0.152,0.00557,0.0,0.302,0.21,140.041,audio_features,68LR4RQ7JLHwRodWxPOB0k,spotify:track:68LR4RQ7JLHwRodWxPOB0k,https://api.spotify.com/v1/tracks/68LR4RQ7JLHwRodWxPOB0k,https://api.spotify.com/v1/audio-analysis/68LR4RQ7JLHwRodWxPOB0k,285693,4
2,0.452,0.612,7,-14.375,1,0.0279,0.000409,0.0392,0.0385,0.851,151.845,audio_features,7rkuZX0U9yd6RP9kO56qS2,spotify:track:7rkuZX0U9yd6RP9kO56qS2,https://api.spotify.com/v1/tracks/7rkuZX0U9yd6RP9kO56qS2,https://api.spotify.com/v1/audio-analysis/7rkuZX0U9yd6RP9kO56qS2,193267,4
3,0.541,0.184,10,-16.028,1,0.0344,0.828,0.000416,0.082,0.356,142.311,audio_features,5uwTmwVhMEp1EMiCtoROku,spotify:track:5uwTmwVhMEp1EMiCtoROku,https://api.spotify.com/v1/tracks/5uwTmwVhMEp1EMiCtoROku,https://api.spotify.com/v1/audio-analysis/5uwTmwVhMEp1EMiCtoROku,263842,4
4,0.34,0.814,2,-6.98,1,0.0358,0.0139,0.0543,0.3,0.296,112.456,audio_features,3HqTMWnwdEkUDKlHguMUv1,spotify:track:3HqTMWnwdEkUDKlHguMUv1,https://api.spotify.com/v1/tracks/3HqTMWnwdEkUDKlHguMUv1,https://api.spotify.com/v1/audio-analysis/3HqTMWnwdEkUDKlHguMUv1,259000,4
5,0.881,0.586,2,-4.103,1,0.0459,0.148,0.0,0.14,0.299,123.058,audio_features,4FaXjb0Vz46FEQ9Zcjy7mX,spotify:track:4FaXjb0Vz46FEQ9Zcjy7mX,https://api.spotify.com/v1/tracks/4FaXjb0Vz46FEQ9Zcjy7mX,https://api.spotify.com/v1/audio-analysis/4FaXjb0Vz46FEQ9Zcjy7mX,193053,4
6,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,audio_features,0EYOdF5FCkgOJJla8DI2Md,spotify:track:0EYOdF5FCkgOJJla8DI2Md,https://api.spotify.com/v1/tracks/0EYOdF5FCkgOJJla8DI2Md,https://api.spotify.com/v1/audio-analysis/0EYOdF5FCkgOJJla8DI2Md,255467,4
7,0.52,0.924,7,-4.748,1,0.0686,0.00121,2.31e-06,0.128,0.844,173.98,audio_features,3uOgYjdEyuKVTjapKtL7Xy,spotify:track:3uOgYjdEyuKVTjapKtL7Xy,https://api.spotify.com/v1/tracks/3uOgYjdEyuKVTjapKtL7Xy,https://api.spotify.com/v1/audio-analysis/3uOgYjdEyuKVTjapKtL7Xy,218493,4
8,0.568,0.9,0,-5.357,1,0.0265,0.00207,0.000898,0.149,0.611,109.873,audio_features,5LLBoBuxywrWMAu6XZSPNr,spotify:track:5LLBoBuxywrWMAu6XZSPNr,https://api.spotify.com/v1/tracks/5LLBoBuxywrWMAu6XZSPNr,https://api.spotify.com/v1/audio-analysis/5LLBoBuxywrWMAu6XZSPNr,251533,4
9,0.731,0.644,0,-5.348,1,0.0343,0.665,0.0,0.11,0.691,129.94,audio_features,7aypCcPYXxoa9wBMe0vjTP,spotify:track:7aypCcPYXxoa9wBMe0vjTP,https://api.spotify.com/v1/tracks/7aypCcPYXxoa9wBMe0vjTP,https://api.spotify.com/v1/audio-analysis/7aypCcPYXxoa9wBMe0vjTP,254533,4
