,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.796,0.923,9,-5.878,1,0.163,0.036,0.000955,0.04,0.617,95.008,audio_features,3lo1DMNHJ1g6mKvNeKOPAX,spotify:track:3lo1DMNHJ1g6mKvNeKOPAX,https://api.spotify.com/v1/tracks/3lo1DMNHJ1g6mKvNeKOPAX,https://api.spotify.com/v1/audio-analysis/3lo1DMNHJ1g6mKvNeKOPAX,217263,4
1,0.74,0.392,9,-11.996,1,0.0824,0.483,1.11e-06,0.0965,0.387,82.742,audio_features,2nwCO1PqpvyoFIvq3Vrj8N,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,https://api.spotify.com/v1/tracks/2nwCO1PqpvyoFIvq3Vrj8N,https://api.spotify.com/v1/audio-analysis/2nwCO1PqpvyoFIvq3Vrj8N,166008,4
2,0.347,0.039,10,-21.263,1,0.0382,0.976,0.00243,0.138,0.143,86.868,audio_features,2F1qEWFYFD3UufEe1Md0OY,spotify:track:2F1qEWFYFD3UufEe1Md0OY,https://api.spotify.com/v1/tracks/2F1qEWFYFD3UufEe1Md0OY,https://api.spotify.com/v1/audio-analysis/2F1qEWFYFD3UufEe1Md0OY,249560,4
3,0.545,0.862,2,-5.887,0,0.0402,0.00924,0.0,0.0939,0.504,91.473,audio_features,0amqrxDYXZ2UC31t17Rblk,spotify:track:0amqrxDYXZ2UC31t17Rblk,https://api.spotify.com/v1/tracks/0amqrxDYXZ2UC31t17Rblk,https://api.spotify.com/v1/audio-analysis/0amqrxDYXZ2UC31t17Rblk,231440,4
4,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4
5,0.404,0.988,7,-5.346,1,0.0653,0.00011,0.93,0.357,0.592,90.001,audio_features,0vNkcvc0mldlTOoi4jpufh,spotify:track:0vNkcvc0mldlTOoi4jpufh,https://api.spotify.com/v1/tracks/0vNkcvc0mldlTOoi4jpufh,https://api.spotify.com/v1/audio-analysis/0vNkcvc0mldlTOoi4jpufh,261833,4
6,0.457,0.917,9,-6.213,1,0.0441,0.566,0.0,0.333,0.965,167.092,audio_features,1Bx4cgnLSOTS5heoB2sIrb,spotify:track:1Bx4cgnLSOTS5heoB2sIrb,https://api.spotify.com/v1/tracks/1Bx4cgnLSOTS5heoB2sIrb,https://api.spotify.com/v1/audio-analysis/1Bx4cgnLSOTS5heoB2sIrb,151280,4
7,0.629,0.568,5,-6.119,1,0.0525,0.193,0.0,0.493,0.519,119.85,audio_features,1PrifAq8c7ONm9oB6XIgSS,spotify:track:1PrifAq8c7ONm9oB6XIgSS,https://api.spotify.com/v1/tracks/1PrifAq8c7ONm9oB6XIgSS,https://api.spotify.com/v1/audio-analysis/1PrifAq8c7ONm9oB6XIgSS,213006,4
8,0.949,0.79,8,-5.957,1,0.0756,0.00437,0.0,0.0816,0.807,117.002,audio_features,4JFM7KpVxgPXargA4rzB60,spotify:track:4JFM7KpVxgPXargA4rzB60,https://api.spotify.com/v1/tracks/4JFM7KpVxgPXargA4rzB60,https://api.spotify.com/v1/audio-analysis/4JFM7KpVxgPXargA4rzB60,246053,4
9,0.349,0.384,4,-10.648,1,0.0323,0.168,2.66e-05,0.135,0.0399,114.952,audio_features,0Fi8n1WC0s9MzNbMiZEP22,spotify:track:0Fi8n1WC0s9MzNbMiZEP22,https://api.spotify.com/v1/tracks/0Fi8n1WC0s9MzNbMiZEP22,https://api.spotify.com/v1/audio-analysis/0Fi8n1WC0s9MzNbMiZEP22,284947,3
