,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.625,0.676,2,-6.755,1,0.185,0.329,0.0,0.348,0.455,120.118,audio_features,6C5Wzcw3UxTTNL3kEm6HM5,spotify:track:6C5Wzcw3UxTTNL3kEm6HM5,https://api.spotify.com/v1/tracks/6C5Wzcw3UxTTNL3kEm6HM5,https://api.spotify.com/v1/audio-analysis/6C5Wzcw3UxTTNL3kEm6HM5,139493,4
1,0.71,0.725,1,-7.129,0,0.276,0.0338,0.0,0.285,0.189,85.97,audio_features,0eiRA0zYMV1et8R0C52WM2,spotify:track:0eiRA0zYMV1et8R0C52WM2,https://api.spotify.com/v1/tracks/0eiRA0zYMV1et8R0C52WM2,https://api.spotify.com/v1/audio-analysis/0eiRA0zYMV1et8R0C52WM2,230173,4
2,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,audio_features,46pF1zFimM582ss1PrMy68,spotify:track:46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/tracks/46pF1zFimM582ss1PrMy68,https://api.spotify.com/v1/audio-analysis/46pF1zFimM582ss1PrMy68,166453,4
3,0.83,0.884,2,-4.386,1,0.0634,0.295,0.0,0.104,0.951,126.024,audio_features,775XnTBOtjl4gHLziSHf9H,spotify:track:775XnTBOtjl4gHLziSHf9H,https://api.spotify.com/v1/tracks/775XnTBOtjl4gHLziSHf9H,https://api.spotify.com/v1/audio-analysis/775XnTBOtjl4gHLziSHf9H,250227,4
4,0.431,0.967,11,-3.959,1,0.0645,0.0896,0.0,0.651,0.517,118.103,audio_features,2vtUF6BGzCB9lMPcpbw4GA,spotify:track:2vtUF6BGzCB9lMPcpbw4GA,https://api.spotify.com/v1/tracks/2vtUF6BGzCB9lMPcpbw4GA,https://api.spotify.com/v1/audio-analysis/2vtUF6BGzCB9lMPcpbw4GA,198933,4
5,0.805,0.718,0,-4.86,1,0.268,0.0599,0.0,0.156,0.795,89.412,audio_features,0kspjcYtht8TxQAYWceyHI,spotify:track:0kspjcYtht8TxQAYWceyHI,https://api.spotify.com/v1/tracks/0kspjcYtht8TxQAYWceyHI,https://api.spotify.com/v1/audio-analysis/0kspjcYtht8TxQAYWceyHI,226307,4
6,0.38,0.801,2,-4.182,1,0.0388,0.344,3.11e-06,0.549,0.454,149.901,audio_features,2y2li8wh4OIpzadkmhKwhE,spotify:track:2y2li8wh4OIpzadkmhKwhE,https://api.spotify.com/v1/tracks/2y2li8wh4OIpzadkmhKwhE,https://api.spotify.com/v1/audio-analysis/2y2li8wh4OIpzadkmhKwhE,275413,4
7,0.448,0.976,0,-3.649,1,0.0749,0.000426,0.000182,0.0884,0.585,184.076,audio_features,4pADXqX5x76fDS8RmyvgwO,spotify:track:4pADXqX5x76fDS8RmyvgwO,https://api.spotify.com/v1/tracks/4pADXqX5x76fDS8RmyvgwO,https://api.spotify.com/v1/audio-analysis/4pADXqX5x76fDS8RmyvgwO,286000,4
8,0.636,0.721,8,-6.969,1,0.217,0.197,2.59e-06,0.11,0.472,84.011,audio_features,4yRtRbhXvKuxfig9nzhcc1,spotify:track:4yRtRbhXvKuxfig9nzhcc1,https://api.spotify.com/v1/tracks/4yRtRbhXvKuxfig9nzhcc1,https://api.spotify.com/v1/audio-analysis/4yRtRbhXvKuxfig9nzhcc1,230077,4
9,0.501,0.58,5,-5.69,0,0.0468,0.0113,3.31e-05,0.146,0.38,102.841,audio_features,3SQXQ8bLlitnCG1Z0mISpK,spotify:track:3SQXQ8bLlitnCG1Z0mISpK,https://api.spotify.com/v1/tracks/3SQXQ8bLlitnCG1Z0mISpK,https://api.spotify.com/v1/audio-analysis/3SQXQ8bLlitnCG1Z0mISpK,410933,4
10,0.204,0.154,2,-25.379,1,0.0421,0.971,0.945,0.103,0.0389,114.21,audio_features,1v0uVPU6BWcbog5BiWLWVa,spotify:track:1v0uVPU6BWcbog5BiWLWVa,https://api.spotify.com/v1/tracks/1v0uVPU6BWcbog5BiWLWVa,https://api.spotify.com/v1/audio-analysis/1v0uVPU6BWcbog5BiWLWVa,258637,3
11,0.549,0.946,2,-3.567,1,0.043,0.0155,0.00238,0.109,0.364,105.22,audio_features,1dv9NZzzUeuMRwqqnsWbyW,spotify:track:1dv9NZzzUeuMRwqqnsWbyW,https://api.spotify.com/v1/tracks/1dv9NZzzUeuMRwqqnsWbyW,https://api.spotify.com/v1/audio-analysis/1dv9NZzzUeuMRwqqnsWbyW,231367,4
12,0.709,0.794,7,-2.867,1,0.0526,0.00137,0.000104,0.14,0.681,110.012,audio_features,10Hb1MlXsnI7Yi936C97NA,spotify:track:10Hb1MlXsnI7Yi936C97NA,https://api.spotify.com/v1/tracks/10Hb1MlXsnI7Yi936C97NA,https://api.spotify.com/v1/audio-analysis/10Hb1MlXsnI7Yi936C97NA,264173,4
13,0.589,0.72,11,-8.33,0,0.0309,0.0445,0.0142,0.364,0.648,111.602,audio_features,2LWMF10STZqYY9a3YqBiOG,spotify:track:2LWMF10STZqYY9a3YqBiOG,https://api.spotify.com/v1/tracks/2LWMF10STZqYY9a3YqBiOG,https://api.spotify.com/v1/audio-analysis/2LWMF10STZqYY9a3YqBiOG,453949,4
14,0.415,0.0442,0,-18.675,1,0.0969,0.993,0.922,0.075,0.361,67.339,audio_features,4odfZPjPTO0Yttdjji9o3G,spotify:track:4odfZPjPTO0Yttdjji9o3G,https://api.spotify.com/v1/tracks/4odfZPjPTO0Yttdjji9o3G,https://api.spotify.com/v1/audio-analysis/4odfZPjPTO0Yttdjji9o3G,179013,5
15,0.617,0.719,1,-7.635,0,0.387,0.756,0.0,0.149,0.477,84.831,audio_features,3Iz0A1nuTjiLvXQaBxjWzn,spotify:track:3Iz0A1nuTjiLvXQaBxjWzn,https://api.spotify.com/v1/tracks/3Iz0A1nuTjiLvXQaBxjWzn,https://api.spotify.com/v1/audio-analysis/3Iz0A1nuTjiLvXQaBxjWzn,77640,4
