,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.834,0.679,11,-3.556,1,0.132,0.0318,0.0,0.145,0.0755,139.972,audio_features,5RWEAcnpywCsvSoFHdI9FN,spotify:track:5RWEAcnpywCsvSoFHdI9FN,https://api.spotify.com/v1/tracks/5RWEAcnpywCsvSoFHdI9FN,https://api.spotify.com/v1/audio-analysis/5RWEAcnpywCsvSoFHdI9FN,249579,4
1,0.715,0.522,8,-3.936,1,0.0291,0.619,2.3e-06,0.273,0.573,125.008,audio_features,5GF1ljm1AWf6RQs9bQkZPR,spotify:track:5GF1ljm1AWf6RQs9bQkZPR,https://api.spotify.com/v1/tracks/5GF1ljm1AWf6RQs9bQkZPR,https://api.spotify.com/v1/audio-analysis/5GF1ljm1AWf6RQs9bQkZPR,223453,4
2,0.518,0.252,1,-10.836,0,0.0352,0.779,0.916,0.103,0.0621,125.549,audio_features,63NLiBCrYbt9OeNcr8YFco,spotify:track:63NLiBCrYbt9OeNcr8YFco,https://api.spotify.com/v1/tracks/63NLiBCrYbt9OeNcr8YFco,https://api.spotify.com/v1/audio-analysis/63NLiBCrYbt9OeNcr8YFco,230400,4
3,0.585,0.799,5,-5.379,1,0.0539,0.0669,2.78e-06,0.508,0.227,126.0,audio_features,5TIHYgRWGJZ4BwEMZvYmv3,spotify:track:5TIHYgRWGJZ4BwEMZvYmv3,https://api.spotify.com/v1/tracks/5TIHYgRWGJZ4BwEMZvYmv3,https://api.spotify.com/v1/audio-analysis/5TIHYgRWGJZ4BwEMZvYmv3,227893,4
4,0.486,0.146,8,-19.999,1,0.0299,0.746,0.947,0.0917,0.41,80.016,audio_features,3WIp04WIsMXUQHIVgBJv00,spotify:track:3WIp04WIsMXUQHIVgBJv00,https://api.spotify.com/v1/tracks/3WIp04WIsMXUQHIVgBJv00,https://api.spotify.com/v1/audio-analysis/3WIp04WIsMXUQHIVgBJv00,102412,4
5,0.581,0.49,0,-9.376,1,0.11,0.123,2.01e-05,0.27,0.264,144.126,audio_features,4U2BAsTsb5tXzzxb0a80au,spotify:track:4U2BAsTsb5tXzzxb0a80au,https://api.spotify.com/v1/tracks/4U2BAsTsb5tXzzxb0a80au,https://api.spotify.com/v1/audio-analysis/4U2BAsTsb5tXzzxb0a80au,229907,4
6,0.546,0.678,7,-5.685,0,0.0432,0.175,0.0,0.759,0.455,116.918,audio_features,76zrwGMdbtxwZwkRzWXa35,spotify:track:76zrwGMdbtxwZwkRzWXa35,https://api.spotify.com/v1/tracks/76zrwGMdbtxwZwkRzWXa35,https://api.spotify.com/v1/audio-analysis/76zrwGMdbtxwZwkRzWXa35,243080,3
7,0.637,0.292,4,-8.206,0,0.0375,0.745,0.0,0.305,0.4,127.015,audio_features,2iNnrc56yZP4jBBLkPc5bx,spotify:track:2iNnrc56yZP4jBBLkPc5bx,https://api.spotify.com/v1/tracks/2iNnrc56yZP4jBBLkPc5bx,https://api.spotify.com/v1/audio-analysis/2iNnrc56yZP4jBBLkPc5bx,277802,3
8,0.785,0.659,8,-6.72,1,0.0967,0.563,1.37e-05,0.0912,0.496,129.898,audio_features,1uAIBrq8rNTHIwzJtmAFsq,spotify:track:1uAIBrq8rNTHIwzJtmAFsq,https://api.spotify.com/v1/tracks/1uAIBrq8rNTHIwzJtmAFsq,https://api.spotify.com/v1/audio-analysis/1uAIBrq8rNTHIwzJtmAFsq,198582,4
9,0.529,0.949,5,-1.262,1,0.0522,0.00194,0.141,0.142,0.326,127.964,audio_features,23w5jw4TwTyXCS3dmlEJbS,spotify:track:23w5jw4TwTyXCS3dmlEJbS,https://api.spotify.com/v1/tracks/23w5jw4TwTyXCS3dmlEJbS,https://api.spotify.com/v1/audio-analysis/23w5jw4TwTyXCS3dmlEJbS,241875,4
