,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.8,0.586,0,-7.344,1,0.176,0.037,0.0,0.074,0.749,104.002,audio_features,0lpRp9KzzMbC0w1uiL7H7f,spotify:track:0lpRp9KzzMbC0w1uiL7H7f,https://api.spotify.com/v1/tracks/0lpRp9KzzMbC0w1uiL7H7f,https://api.spotify.com/v1/audio-analysis/0lpRp9KzzMbC0w1uiL7H7f,221623,4
1,0.371,0.958,2,-4.089,1,0.053,0.000116,0.000904,0.0677,0.6,171.867,audio_features,62RJY1zulBzXwn1poj0Je7,spotify:track:62RJY1zulBzXwn1poj0Je7,https://api.spotify.com/v1/tracks/62RJY1zulBzXwn1poj0Je7,https://api.spotify.com/v1/audio-analysis/62RJY1zulBzXwn1poj0Je7,276707,4
2,0.641,0.837,6,-4.918,1,0.0328,0.0205,0.0,0.107,0.749,114.021,audio_features,08daFXzO9D6sYNpJ3df6Qv,spotify:track:08daFXzO9D6sYNpJ3df6Qv,https://api.spotify.com/v1/tracks/08daFXzO9D6sYNpJ3df6Qv,https://api.spotify.com/v1/audio-analysis/08daFXzO9D6sYNpJ3df6Qv,173267,4
3,0.733,0.777,11,-7.076,0,0.0347,0.436,0.0716,0.102,0.583,119.996,audio_features,0z8yrlXSjnI29Rv30RssNI,spotify:track:0z8yrlXSjnI29Rv30RssNI,https://api.spotify.com/v1/tracks/0z8yrlXSjnI29Rv30RssNI,https://api.spotify.com/v1/audio-analysis/0z8yrlXSjnI29Rv30RssNI,190999,4
4,0.613,0.766,6,-5.925,1,0.0389,0.0578,0.000244,0.155,0.807,157.916,audio_features,03XCbxTcOKkjVZJE6Q4bN1,spotify:track:03XCbxTcOKkjVZJE6Q4bN1,https://api.spotify.com/v1/tracks/03XCbxTcOKkjVZJE6Q4bN1,https://api.spotify.com/v1/audio-analysis/03XCbxTcOKkjVZJE6Q4bN1,276747,4
5,0.464,0.767,1,-8.499,1,0.0463,0.192,0.172,0.327,0.373,115.5,audio_features,4qbPYIqTwAf5OIzrRLQ49q,spotify:track:4qbPYIqTwAf5OIzrRLQ49q,https://api.spotify.com/v1/tracks/4qbPYIqTwAf5OIzrRLQ49q,https://api.spotify.com/v1/audio-analysis/4qbPYIqTwAf5OIzrRLQ49q,427674,4
6,0.518,0.772,7,-5.124,1,0.023,0.0088,0.000421,0.224,0.499,100.137,audio_features,2M8g01v2vUMn39YQ10l7ef,spotify:track:2M8g01v2vUMn39YQ10l7ef,https://api.spotify.com/v1/tracks/2M8g01v2vUMn39YQ10l7ef,https://api.spotify.com/v1/audio-analysis/2M8g01v2vUMn39YQ10l7ef,200787,4
7,0.675,0.713,6,-4.307,1,0.0562,0.0315,2.38e-05,0.109,0.258,140.05,audio_features,1730zLNltAlPSHgvqGFw7r,spotify:track:1730zLNltAlPSHgvqGFw7r,https://api.spotify.com/v1/tracks/1730zLNltAlPSHgvqGFw7r,https://api.spotify.com/v1/audio-analysis/1730zLNltAlPSHgvqGFw7r,211693,4
8,0.43,0.688,1,-8.023,1,0.0325,0.00135,0.267,0.105,0.434,170.909,audio_features,0P5hLrt6ogSK4yQe0oHy6z,spotify:track:0P5hLrt6ogSK4yQe0oHy6z,https://api.spotify.com/v1/tracks/0P5hLrt6ogSK4yQe0oHy6z,https://api.spotify.com/v1/audio-analysis/0P5hLrt6ogSK4yQe0oHy6z,161173,4
9,0.644,0.807,0,-4.902,1,0.0279,0.592,0.0,0.122,0.769,104.993,audio_features,3MoK2RdXH83J7QnSYufm82,spotify:track:3MoK2RdXH83J7QnSYufm82,https://api.spotify.com/v1/tracks/3MoK2RdXH83J7QnSYufm82,https://api.spotify.com/v1/audio-analysis/3MoK2RdXH83J7QnSYufm82,198640,4
10,0.684,0.511,4,-5.051,1,0.0385,0.269,1.78e-06,0.103,0.914,165.947,audio_features,18zyJEDv55EzsAqRSm162n,spotify:track:18zyJEDv55EzsAqRSm162n,https://api.spotify.com/v1/tracks/18zyJEDv55EzsAqRSm162n,https://api.spotify.com/v1/audio-analysis/18zyJEDv55EzsAqRSm162n,210651,4
11,0.507,0.538,0,-8.059,1,0.22,0.0475,0.0,0.374,0.248,81.415,audio_features,5xZAmz6LGdgdljgkgdOMBa,spotify:track:5xZAmz6LGdgdljgkgdOMBa,https://api.spotify.com/v1/tracks/5xZAmz6LGdgdljgkgdOMBa,https://api.spotify.com/v1/audio-analysis/5xZAmz6LGdgdljgkgdOMBa,225366,4
12,0.715,0.641,10,-8.28,1,0.036,0.00762,0.000762,0.129,0.818,101.989,audio_features,6CA14asurM9D5yH1aAeuRk,spotify:track:6CA14asurM9D5yH1aAeuRk,https://api.spotify.com/v1/tracks/6CA14asurM9D5yH1aAeuRk,https://api.spotify.com/v1/audio-analysis/6CA14asurM9D5yH1aAeuRk,194680,4
13,0.687,0.648,4,-9.137,1,0.027,0.314,1.37e-06,0.289,0.6,121.341,audio_features,0e05wFNr6zg1ULcp4NKs1p,spotify:track:0e05wFNr6zg1ULcp4NKs1p,https://api.spotify.com/v1/tracks/0e05wFNr6zg1ULcp4NKs1p,https://api.spotify.com/v1/audio-analysis/0e05wFNr6zg1ULcp4NKs1p,204333,4
14,0.468,0.493,2,-10.239,1,0.0331,0.554,0.000701,0.118,0.177,131.968,audio_features,4ToiGG5wFUvMoyagAGB7St,spotify:track:4ToiGG5wFUvMoyagAGB7St,https://api.spotify.com/v1/tracks/4ToiGG5wFUvMoyagAGB7St,https://api.spotify.com/v1/audio-analysis/4ToiGG5wFUvMoyagAGB7St,230813,4
15,0.719,0.499,7,-16.829,1,0.214,0.801,0.0131,0.0855,0.289,120.011,audio_features,2JqNypbkqPNtCLBeuUqmnm,spotify:track:2JqNypbkqPNtCLBeuUqmnm,https://api.spotify.com/v1/tracks/2JqNypbkqPNtCLBeuUqmnm,https://api.spotify.com/v1/audio-analysis/2JqNypbkqPNtCLBeuUqmnm,136773,4
16,0.722,0.792,7,-5.316,1,0.175,0.103,0.0,0.261,0.84,75.004,audio_features,2fh10PFATZWVt5iA3HZckK,spotify:track:2fh10PFATZWVt5iA3HZckK,https://api.spotify.com/v1/tracks/2fh10PFATZWVt5iA3HZckK,https://api.spotify.com/v1/audio-analysis/2fh10PFATZWVt5iA3HZckK,284827,4
17,0.756,0.619,5,-4.37,1,0.0313,0.0825,0.0,0.262,0.521,111.573,audio_features,7GgUY1TK5etQrJqCVuYWMW,spotify:track:7GgUY1TK5etQrJqCVuYWMW,https://api.spotify.com/v1/tracks/7GgUY1TK5etQrJqCVuYWMW,https://api.spotify.com/v1/audio-analysis/7GgUY1TK5etQrJqCVuYWMW,218387,4
